accuracy_student,accuracy_student_train,loss,accuracy_teacher,accuracy_teacher_train,consistency_loss,Total_loss
0.15929999947547913,0.1509999930858612,0.005875645,0.10000000149011612,0.10700000077486038,0.018041171,0.023916814
0.22290000319480896,0.2395000010728836,0.005875645,0.10000000149011612,0.10700000077486038,0.018041171,0.023916814
0.2207999974489212,0.2304999977350235,0.005875645,0.10000000149011612,0.10700000077486038,0.018041171,0.023916814
0.290800005197525,0.31450000405311584,0.005875645,0.10000000149011612,0.10700000077486038,0.018041171,0.023916814
0.28060001134872437,0.2985000014305115,0.005875645,0.10000000149011612,0.10700000077486038,0.018041171,0.023916814
0.31209999322891235,0.3095000088214874,0.005875645,0.09960000216960907,0.10700000077486038,0.018041171,0.023916814
0.32170000672340393,0.33500000834465027,0.005875645,0.11919999867677689,0.10899999737739563,0.018041171,0.023916814
0.32409998774528503,0.3580000102519989,0.005875645,0.10289999842643738,0.08900000154972076,0.018041171,0.023916814
0.34310001134872437,0.3720000088214874,0.005875645,0.10899999737739563,0.0989999994635582,0.018041171,0.023916814
0.361299991607666,0.4020000100135803,0.005875645,0.147599995136261,0.14399999380111694,0.018041171,0.023916814
0.382099986076355,0.4165000021457672,0.005875645,0.1535000056028366,0.15399999916553497,0.018041171,0.023916814
0.3790000081062317,0.4345000088214874,0.005875645,0.1762000024318695,0.18850000202655792,0.018041171,0.023916814
0.3831000030040741,0.4300000071525574,0.005875645,0.2102999985218048,0.22349999845027924,0.018041171,0.023916814
0.4075999855995178,0.47999998927116394,0.005875645,0.2515000104904175,0.26100000739097595,0.018041171,0.023916814
0.37549999356269836,0.4690000116825104,0.005875645,0.2874999940395355,0.2994999885559082,0.018041171,0.023916814
0.4034000039100647,0.47749999165534973,0.005875645,0.3176000118255615,0.3474999964237213,0.018041171,0.023916814
0.39570000767707825,0.4869999885559082,0.005875645,0.3490000069141388,0.382999986410141,0.018041171,0.023916814
0.4343999922275543,0.559499979019165,0.005875645,0.3693999946117401,0.4180000126361847,0.018041171,0.023916814
0.40560001134872437,0.5040000081062317,0.005875645,0.390500009059906,0.45500001311302185,0.018041171,0.023916814
0.40610000491142273,0.5364999771118164,0.005875645,0.40540000796318054,0.49000000953674316,0.018041171,0.023916814
0.40549999475479126,0.5580000281333923,0.005875645,0.4174000024795532,0.5145000219345093,0.018041171,0.023916814
0.4142000079154968,0.5609999895095825,0.005875645,0.42649999260902405,0.5389999747276306,0.018041171,0.023916814
0.3824000060558319,0.5364999771118164,0.005875645,0.4309000074863434,0.5615000128746033,0.018041171,0.023916814
0.3653999865055084,0.5220000147819519,0.005875645,0.4406000077724457,0.5899999737739563,0.018041171,0.023916814
0.41659998893737793,0.593500018119812,0.005875645,0.4471000134944916,0.6104999780654907,0.018041171,0.023916814
0.3952000141143799,0.5320000052452087,0.005875645,0.45019999146461487,0.6230000257492065,0.018041171,0.023916814
0.40799999237060547,0.640500009059906,0.005875645,0.4546000063419342,0.6455000042915344,0.018041171,0.023916814
0.3928999900817871,0.640999972820282,0.005875645,0.45739999413490295,0.6694999933242798,0.018041171,0.023916814
0.4171999990940094,0.6384999752044678,0.005875645,0.4625000059604645,0.6990000009536743,0.018041171,0.023916814
0.40709999203681946,0.6924999952316284,0.005875645,0.462799996137619,0.7204999923706055,0.018041171,0.023916814
0.4401000142097473,0.7960000038146973,0.005875645,0.4650999903678894,0.7515000104904175,0.018041171,0.023916814
0.4593999981880188,0.796500027179718,0.005875645,0.46799999475479126,0.7875000238418579,0.018041171,0.023916814
0.41100001335144043,0.8065000176429749,0.005875645,0.4715000092983246,0.8215000033378601,0.018041171,0.023916814
0.41290000081062317,0.809499979019165,0.005875645,0.4758000075817108,0.8510000109672546,0.018041171,0.023916814
0.43790000677108765,0.8934999704360962,0.005875645,0.4772000014781952,0.8865000009536743,0.018041171,0.023916814
0.4498000144958496,0.9505000114440918,0.005875645,0.4823000133037567,0.9175000190734863,0.018041171,0.023916814
0.44110000133514404,0.9304999709129333,0.005875645,0.48669999837875366,0.9470000267028809,0.018041171,0.023916814
0.46880000829696655,0.9779999852180481,0.005875645,0.48809999227523804,0.9679999947547913,0.018041171,0.023916814
0.4620000123977661,0.9164999723434448,0.005875645,0.4903999865055084,0.9854999780654907,0.018041171,0.023916814
0.45680001378059387,0.984000027179718,0.005875645,0.49129998683929443,0.9909999966621399,0.018041171,0.023916814
0.48899999260902405,0.9944999814033508,0.005875645,0.4900999963283539,0.9955000281333923,0.018041171,0.023916814
0.44530001282691956,0.9164999723434448,0.005875645,0.49300000071525574,0.9990000128746033,0.018041171,0.023916814
0.4803999960422516,0.9975000023841858,0.005875645,0.492900013923645,0.9990000128746033,0.018041171,0.023916814
0.47620001435279846,0.9944999814033508,0.005875645,0.49559998512268066,0.9994999766349792,0.018041171,0.023916814
0.46810001134872437,0.9495000243186951,0.005875645,0.4959000051021576,0.9994999766349792,0.018041171,0.023916814
0.4799000024795532,0.9990000128746033,0.005875645,0.49619999527931213,1.0,0.018041171,0.023916814
0.4683000147342682,0.9850000143051147,0.005875645,0.49799999594688416,1.0,0.018041171,0.023916814
0.4650000035762787,0.9664999842643738,0.005875645,0.5002999901771545,1.0,0.018041171,0.023916814
0.44589999318122864,0.9190000295639038,0.005875645,0.5005999803543091,1.0,0.018041171,0.023916814
0.4797999858856201,0.9950000047683716,0.005875645,0.4977000057697296,1.0,0.018041171,0.023916814
0.4805999994277954,0.9679999947547913,0.005875645,0.5008999705314636,1.0,0.018041171,0.023916814
0.46160000562667847,0.9390000104904175,0.005875645,0.5031999945640564,1.0,0.018041171,0.023916814
0.4700999855995178,0.984000027179718,0.005875645,0.5027999877929688,1.0,0.018041171,0.023916814
0.4758000075817108,0.9909999966621399,0.005875645,0.5049999952316284,1.0,0.018041171,0.023916814
0.49900001287460327,0.9990000128746033,0.005875645,0.5070000290870667,1.0,0.018041171,0.023916814
0.4580000042915344,0.9455000162124634,0.005875645,0.508899986743927,1.0,0.018041171,0.023916814
0.49480000138282776,0.9934999942779541,0.005875645,0.5127000212669373,1.0,0.018041171,0.023916814
0.49320000410079956,0.9994999766349792,0.005875645,0.510200023651123,1.0,0.018041171,0.023916814
0.46790000796318054,0.9350000023841858,0.005875645,0.5131000280380249,1.0,0.018041171,0.023916814
0.49639999866485596,0.9919999837875366,0.005875645,0.5151000022888184,1.0,0.018041171,0.023916814
0.4690999984741211,0.9754999876022339,0.005875645,0.5163000226020813,1.0,0.018041171,0.023916814
0.47429999709129333,0.9829999804496765,0.005875645,0.516700029373169,1.0,0.018041171,0.023916814
0.4952999949455261,1.0,0.005875645,0.5184000134468079,1.0,0.018041171,0.023916814
0.49889999628067017,0.9990000128746033,0.005875645,0.519599974155426,1.0,0.018041171,0.023916814
0.4456000030040741,0.9330000281333923,0.005875645,0.5206000208854675,1.0,0.018041171,0.023916814
0.48919999599456787,0.9929999709129333,0.005875645,0.5187000036239624,1.0,0.018041171,0.023916814
0.4925000071525574,0.9980000257492065,0.005875645,0.520799994468689,1.0,0.018041171,0.023916814
0.49630001187324524,0.9984999895095825,0.005875645,0.5217000246047974,1.0,0.018041171,0.023916814
